#depth variance  VR       nsta
  5  1.745e-05  2.237e+01   6
#mxx        mxy        mxz        myy        myz        mzz
 8.510e+23  1.147e+24  8.502e+23 -8.581e+23 -3.604e+23  7.136e+21
#st1 rk1 dp1 st2 rk2 dp2
252 -147  89 161  -1  57
#pdc pclvd piso
 92   8   0

#filename
DCZ.data
#dt   npts  dist   Az   Zcor VR
1.000  120  97.8 195.2   59 -2.696e+01
#data T          R          Z    synth T          R          Z
 5.977e-05  1.080e-04 -1.614e-04 -2.090e-04  4.309e-06 -1.862e-05
 1.000e-04  1.742e-04 -2.434e-05 -1.684e-04  9.749e-06 -1.520e-05
 1.092e-04  2.166e-04  1.035e-04 -1.279e-04  1.395e-05 -1.149e-05
 9.021e-05  2.356e-04  2.118e-04 -8.918e-05  1.695e-05 -7.787e-06
 4.856e-05  2.338e-04  2.928e-04 -5.351e-05  1.882e-05 -4.373e-06
-8.386e-06  2.151e-04  3.421e-04 -2.183e-05  1.970e-05 -1.454e-06
-7.223e-05  1.846e-04  3.582e-04  5.322e-06  1.973e-05  8.251e-07
-1.343e-04  1.474e-04  3.431e-04  2.774e-05  1.907e-05  2.390e-06
-1.866e-04  1.085e-04  3.012e-04  4.549e-05  1.790e-05  3.226e-06
-2.223e-04  7.179e-05  2.388e-04  5.889e-05  1.639e-05  3.378e-06
-2.368e-04  4.027e-05  1.637e-04  6.840e-05  1.469e-05  2.937e-06
-2.273e-04  1.553e-05  8.394e-05  7.458e-05  1.294e-05  2.029e-06
-1.936e-04 -2.044e-06  7.182e-06  7.803e-05  1.125e-05  8.021e-07
-1.380e-04 -1.312e-05 -5.992e-05  7.933e-05  9.715e-06 -5.829e-07
-6.431e-05 -1.917e-05 -1.122e-04  7.903e-05  8.395e-06 -1.967e-06
 2.164e-05 -2.209e-05 -1.465e-04  7.759e-05  7.322e-06 -3.205e-06
 1.132e-04 -2.386e-05 -1.615e-04  7.539e-05  6.503e-06 -4.172e-06

#filename
WKZ.data
#dt   npts  dist   Az   Zcor VR
1.000  120 123.9 101.5   63  3.948e+01
#data T          R          Z    synth T          R          Z
 7.886e-04 -2.092e-03  1.055e-03 -9.096e-05 -2.002e-04  3.609e-04
 6.249e-04 -1.749e-03  1.244e-03 -1.507e-04  1.237e-06  4.363e-04
 3.464e-04 -1.226e-03  1.378e-03 -2.371e-04  2.425e-04  5.116e-04
-4.070e-05 -5.279e-04  1.437e-03 -3.491e-04  5.167e-04  5.780e-04
-5.194e-04  3.266e-04  1.404e-03 -4.830e-04  8.132e-04  6.254e-04
-1.061e-03  1.303e-03  1.267e-03 -6.317e-04  1.118e-03  6.425e-04
-1.627e-03  2.353e-03  1.022e-03 -7.849e-04  1.414e-03  6.180e-04
-2.171e-03  3.416e-03  6.728e-04 -9.290e-04  1.681e-03  5.413e-04
-2.643e-03  4.424e-03  2.322e-04 -1.048e-03  1.899e-03  4.038e-04
-2.992e-03  5.304e-03 -2.792e-04 -1.124e-03  2.048e-03  1.997e-04
-3.169e-03  5.985e-03 -8.327e-04 -1.138e-03  2.110e-03 -7.263e-05
-3.136e-03  6.402e-03 -1.394e-03 -1.073e-03  2.070e-03 -4.095e-04
-2.869e-03  6.504e-03 -1.925e-03 -9.147e-04  1.918e-03 -8.015e-04
-2.356e-03  6.254e-03 -2.387e-03 -6.522e-04  1.652e-03 -1.233e-03
-1.607e-03  5.640e-03 -2.743e-03 -2.817e-04  1.279e-03 -1.681e-03
-6.537e-04  4.673e-03 -2.964e-03  1.927e-04  8.135e-04 -2.117e-03
 4.560e-04  3.386e-03 -3.025e-03  7.576e-04  2.804e-04 -2.509e-03
 1.655e-03  1.841e-03 -2.915e-03  1.390e-03 -2.871e-04 -2.821e-03
 2.864e-03  1.155e-04 -2.634e-03  2.055e-03 -8.481e-04 -3.016e-03
 3.995e-03 -1.693e-03 -2.195e-03  2.711e-03 -1.357e-03 -3.059e-03
 4.959e-03 -3.479e-03 -1.623e-03  3.307e-03 -1.765e-03 -2.921e-03
 5.674e-03 -5.134e-03 -9.529e-04  3.788e-03 -2.029e-03 -2.584e-03
 6.070e-03 -6.555e-03 -2.275e-04  4.097e-03 -2.123e-03 -2.046e-03
 6.097e-03 -7.650e-03  5.063e-04  4.184e-03 -2.047e-03 -1.328e-03
 5.730e-03 -8.348e-03  1.202e-03  4.007e-03 -1.834e-03 -4.675e-04
 4.975e-03 -8.603e-03  1.816e-03  3.541e-03 -1.534e-03  4.846e-04
 3.864e-03 -8.394e-03  2.313e-03  2.781e-03 -1.202e-03  1.475e-03
 2.460e-03 -7.734e-03  2.669e-03  1.748e-03 -8.809e-04  2.452e-03
 8.502e-04 -6.662e-03  2.872e-03  4.824e-04 -6.042e-04  3.360e-03
-8.596e-04 -5.247e-03  2.923e-03 -9.462e-04 -3.966e-04  4.147e-03
-2.553e-03 -3.577e-03  2.836e-03 -2.447e-03 -2.743e-04  4.761e-03
-4.111e-03 -1.758e-03  2.632e-03 -3.911e-03 -2.400e-04  5.155e-03
-5.423e-03  9.634e-05  2.344e-03 -5.214e-03 -2.823e-04  5.294e-03
-6.397e-03  1.870e-03  2.003e-03 -6.229e-03 -3.790e-04  5.151e-03
-6.963e-03  3.455e-03  1.640e-03 -6.834e-03 -5.037e-04  4.713e-03
-7.083e-03  4.760e-03  1.282e-03 -6.924e-03 -6.319e-04  3.987e-03
-6.755e-03  5.711e-03  9.461e-04 -6.437e-03 -7.428e-04  3.004e-03
-6.007e-03  6.267e-03  6.413e-04 -5.392e-03 -8.180e-04  1.810e-03
-4.902e-03  6.411e-03  3.658e-04 -3.922e-03 -8.388e-04  4.704e-04
-3.526e-03  6.161e-03  1.102e-04 -2.240e-03 -7.842e-04 -9.387e-04
-1.983e-03  5.562e-03 -1.403e-04 -5.569e-04 -6.291e-04 -2.322e-03
-3.876e-04  4.683e-03 -4.013e-04  9.858e-04 -3.481e-04 -3.572e-03
 1.148e-03  3.610e-03 -6.861e-04  2.301e-03  6.876e-05 -4.573e-03
 2.522e-03  2.441e-03 -1.001e-03  3.322e-03  5.947e-04 -5.209e-03
 3.648e-03  1.271e-03 -1.345e-03  4.012e-03  1.159e-03 -5.410e-03
 4.465e-03  1.899e-04 -1.705e-03  4.364e-03  1.672e-03 -5.182e-03
 4.937e-03 -7.287e-04 -2.060e-03  4.402e-03  2.071e-03 -4.597e-03
 5.058e-03 -1.432e-03 -2.383e-03  4.164e-03  2.320e-03 -3.749e-03
 4.846e-03 -1.890e-03 -2.641e-03  3.708e-03  2.402e-03 -2.736e-03
 4.343e-03 -2.097e-03 -2.804e-03  3.094e-03  2.318e-03 -1.659e-03
 3.612e-03 -2.073e-03 -2.842e-03  2.388e-03  2.088e-03 -6.148e-04
 2.723e-03 -1.853e-03 -2.738e-03  1.650e-03  1.741e-03  3.227e-04
 1.755e-03 -1.491e-03 -2.482e-03  9.355e-04  1.315e-03  1.097e-03
 7.838e-04 -1.044e-03 -2.078e-03  2.863e-04  8.480e-04  1.675e-03
-1.212e-04 -5.753e-04 -1.543e-03 -2.654e-04  3.784e-04  2.045e-03
-9.026e-04 -1.412e-04 -9.055e-04 -7.000e-04 -6.139e-05  2.212e-03
-1.518e-03  2.109e-04 -2.049e-04 -1.009e-03 -4.452e-04  2.198e-03
-1.942e-03  4.469e-04  5.140e-04 -1.196e-03 -7.551e-04  2.035e-03
-2.167e-03  5.483e-04  1.204e-03 -1.269e-03 -9.810e-04  1.761e-03
-2.200e-03  5.126e-04  1.818e-03 -1.246e-03 -1.120e-03  1.417e-03
-2.063e-03  3.525e-04  2.317e-03 -1.147e-03 -1.178e-03  1.042e-03
-1.790e-03  9.303e-05  2.668e-03 -9.947e-04 -1.163e-03  6.692e-04
-1.420e-03 -2.315e-04  2.853e-03 -8.101e-04 -1.088e-03  3.280e-04
-9.953e-04 -5.823e-04  2.863e-03 -6.141e-04 -9.682e-04  3.914e-05
-5.594e-04 -9.193e-04  2.704e-03 -4.239e-04 -8.199e-04 -1.845e-04
-1.500e-04 -1.206e-03  2.394e-03 -2.532e-04 -6.577e-04 -3.372e-04
 2.015e-04 -1.414e-03  1.962e-03 -1.117e-04 -4.948e-04 -4.200e-04
 4.724e-04 -1.521e-03  1.443e-03 -4.831e-06 -3.423e-04 -4.394e-04
 6.497e-04 -1.518e-03  8.773e-04  6.557e-05 -2.081e-04 -4.058e-04
 7.298e-04 -1.407e-03  3.064e-04  1.010e-04 -9.737e-05 -3.320e-04
 7.182e-04 -1.198e-03 -2.308e-04  1.056e-04 -1.264e-05 -2.322e-04
 6.278e-04 -9.111e-04 -7.004e-04  8.525e-05  4.616e-05 -1.200e-04
 4.768e-04 -5.720e-04 -1.076e-03  4.689e-05  8.105e-05 -8.014e-06
 2.869e-04 -2.099e-04 -1.340e-03 -2.162e-06  9.553e-05  9.342e-05
 8.047e-05  1.459e-04 -1.485e-03 -5.491e-05  9.404e-05  1.763e-04
-1.209e-04  4.678e-04 -1.512e-03 -1.052e-04  8.140e-05  2.355e-04
-2.988e-04  7.333e-04 -1.432e-03 -1.478e-04  6.243e-05  2.686e-04
-4.388e-04  9.254e-04 -1.263e-03 -1.793e-04  4.146e-05  2.755e-04
-5.316e-04  1.035e-03 -1.026e-03 -1.972e-04  2.216e-05  2.585e-04
-5.729e-04  1.061e-03 -7.469e-04 -2.009e-04  7.281e-06  2.211e-04
-5.636e-04  1.008e-03 -4.520e-04 -1.906e-04 -1.381e-06  1.684e-04
-5.088e-04  8.885e-04 -1.658e-04 -1.680e-04 -2.978e-06  1.056e-04
-4.168e-04  7.197e-04  9.086e-05 -1.352e-04  2.471e-06  3.824e-05
-2.982e-04  5.213e-04  3.013e-04 -9.504e-05  1.422e-05 -2.862e-05
-1.647e-04  3.144e-04  4.547e-04 -5.056e-05  3.098e-05 -9.054e-05
-2.777e-05  1.188e-04  5.457e-04 -4.766e-06  5.110e-05 -1.440e-04
 1.018e-04 -4.805e-05  5.749e-04  3.957e-05  7.275e-05 -1.865e-04
 2.153e-04 -1.728e-04  5.474e-04  8.003e-05  9.412e-05 -2.166e-04
 3.060e-04 -2.471e-04  4.728e-04  1.147e-04  1.136e-04 -2.338e-04
 3.695e-04 -2.679e-04  3.630e-04  1.424e-04  1.297e-04 -2.387e-04
 4.041e-04 -2.374e-04  2.315e-04  1.621e-04  1.414e-04 -2.323e-04
 4.103e-04 -1.627e-04  9.221e-05  1.739e-04  1.481e-04 -2.165e-04
 3.909e-04 -5.442e-05 -4.229e-05  1.778e-04  1.494e-04 -1.933e-04
 3.499e-04  7.398e-05 -1.612e-04  1.747e-04  1.456e-04 -1.649e-04
 2.928e-04  2.080e-04 -2.563e-04  1.655e-04  1.369e-04 -1.334e-04
 2.256e-04  3.331e-04 -3.227e-04  1.514e-04  1.240e-04 -1.009e-04
 1.543e-04  4.364e-04 -3.581e-04  1.337e-04  1.078e-04 -6.914e-05
 8.458e-05  5.074e-04 -3.634e-04  1.137e-04  8.921e-05 -3.954e-05
 2.123e-05  5.391e-04 -3.416e-04  9.249e-05  6.918e-05 -1.312e-05
-3.201e-05  5.279e-04 -2.977e-04  7.128e-05  4.866e-05  9.449e-06
-7.271e-05  4.745e-04 -2.376e-04  5.094e-05  2.850e-05  2.783e-05
-9.970e-05  3.826e-04 -1.676e-04  3.217e-05  9.435e-06  4.200e-05
-1.131e-04  2.593e-04 -9.418e-05  1.545e-05 -7.957e-06  5.216e-05
-1.141e-04  1.138e-04 -2.285e-05  1.081e-06 -2.324e-05  5.871e-05
-1.048e-04 -4.290e-05  4.162e-05 -1.083e-05 -3.615e-05  6.214e-05
-8.773e-05 -1.997e-04  9.571e-05 -2.031e-05 -4.656e-05  6.301e-05
-6.588e-05 -3.456e-04  1.371e-04 -2.754e-05 -5.445e-05  6.188e-05
-4.212e-05 -4.708e-04  1.649e-04 -3.276e-05 -5.993e-05  5.927e-05
-1.911e-05 -5.674e-04  1.793e-04 -3.626e-05 -6.318e-05  5.566e-05
 9.706e-07 -6.300e-04  1.814e-04 -3.837e-05 -6.443e-05  5.145e-05
 1.648e-05 -6.557e-04  1.733e-04 -3.940e-05 -6.394e-05  4.696e-05
 2.645e-05 -6.444e-04  1.574e-04 -3.964e-05 -6.198e-05  4.242e-05
 3.058e-05 -5.986e-04  1.364e-04 -3.931e-05 -5.882e-05  3.801e-05
 2.914e-05 -5.233e-04  1.130e-04 -3.862e-05 -5.472e-05  3.384e-05
 2.288e-05 -4.249e-04  8.957e-05 -3.769e-05 -4.993e-05  2.996e-05
 1.292e-05 -3.111e-04  6.822e-05 -3.662e-05 -4.466e-05  2.642e-05
 5.301e-07 -1.903e-04  5.043e-05 -3.542e-05 -3.909e-05  2.321e-05
-1.297e-05 -7.078e-05  3.716e-05 -3.410e-05 -3.342e-05  2.030e-05
-2.634e-05  3.989e-05  2.882e-05 -3.263e-05 -2.777e-05  1.767e-05
-3.853e-05  1.351e-04  2.533e-05 -3.096e-05 -2.228e-05  1.527e-05
